Rank,Username,Categories,Suscribers,Country,Visits,Likes,Comments,Links
746,MAIKI021,"Animaci?³n, Humor",13800000,Brasil,6000,754,62,http://youtube.com/channel/UCXhDFaOPG2zhiYm9eXuMKkA
747,penguinz0,Pel?­culas,13800000,Estados Unidos,1700000,71600,4500,http://youtube.com/channel/UCq6VFHwMzcMXbuKyG7SQYIg
750,blockbustermovies7960,Vlogs diarios,13800000,India,8700,174,2,http://youtube.com/channel/UCW3VI9s3Dw8o1ekgjI3FCzw
751,ZeinabHarakeVlogs,Humor,13800000,Filipinas,2800000,94000,3700,http://youtube.com/channel/UC-j7tR3DhEt85EM9HbvxXqA
752,gmanews,Noticias y Pol?­tica,13800000,Filipinas,3400,48,4,http://youtube.com/channel/UCqYw-CTd1dU2yGI71sEyqNw
754,TypicalGamer,Videojuegos,13800000,Estados Unidos,284700,7400,210,http://youtube.com/channel/UC2wKfjlioOCLP4xQMOWNcgg
755,mymissanand,"Pel?­culas, Humor",13700000,India,965100,17300,1000,http://youtube.com/channel/UCpCWa9f5_J3PqY-_Lg-_QfQ
757,ladydiana11,"M??sica y baile, Humor",13700000,Rusia,2600000,58300,3500,http://youtube.com/channel/UCCB4-saKfwGbUFO2-rRdUqQ
758,AmaraQueLinda,Vlogs diarios,13600000,Colombia,719100,59000,172,http://youtube.com/channel/UChq_qmwRxTMgmggitRTiIEA
759,BUDI01GAMING,"Pel?­culas, Animaci?³n",13600000,Indonesia,625000,26000,1300,http://youtube.com/channel/UC8qp0ZmavLOGeSdLxSUZO8w
760,lunomosik,Videojuegos,13600000,Rusia,1400000,27500,1200,http://youtube.com/channel/UCdKEBeInDzinQ6MG2HkF7Gw
762,TrakinTech,Noticias y Pol?­tica,13600000,India,418000,22800,817,http://youtube.com/channel/UCEPL07qzVsOcHd3sMUws65g
763,Vogue,Moda,13600000,Estados Unidos,114800,5700,44,http://youtube.com/channel/UCRXiA3h1no_PFkb1JCP0yMA
766,awakeningrecords,M??sica y baile,13600000,Indonesia,15300,675,35,http://youtube.com/channel/UCBq5hp6DvwWam2XOXw6lYJA
769,BanderitaX,"Animaci?³n, Videojuegos",13600000,Arabia Saudita,1200000,88200,4600,http://youtube.com/channel/UCxEGVXh6fi-XYo58NZrbIHQ
770,Anaysa,"Pel?­culas, Humor",13600000,India,94900,4900,76,http://youtube.com/channel/UCuN4A3GCUq5-0wJDSiJoxRQ
771,Painzeiro,Vlogs diarios,13600000,Brasil,351800,7500,319,http://youtube.com/channel/UCCnl0HqjHFj6akQZBW81whQ
772,PozziGamer,"Animaci?³n, Videojuegos",13600000,Rusia,391900,15400,1000,http://youtube.com/channel/UCuZeiI5pdpgqDojXZujoYgg
773,ConorMaynard,M??sica y baile,13600000,Estados Unidos,52200,2600,131,http://youtube.com/channel/UCpmD3iT-8TQzRuygIiS9bAw
774,Wengie,Comida y bebida,13600000,Estados Unidos,17000,1200,137,http://youtube.com/channel/UCD9PZYV5heAevh9vrsYmt1g
775,ryan,Pel?­culas,13600000,Estados Unidos,7000000,222800,11500,http://youtube.com/channel/UCnmGIkw-KdI0W5siakKPKog
777,sportsnationespn,Deportes,13500000,Estados Unidos,114000,3700,39,http://youtube.com/channel/UCQZi2YXSxc6BSK4mZHql8ag
781,MattSDance,"M??sica y baile, Pel?­culas",13400000,Estados Unidos,54200,2700,24,http://youtube.com/channel/UCczFdwWpVEpoqb-eMm4c4dQ
785,SonotekBhakti,M??sica y baile,13400000,India,4400,109,13,http://youtube.com/channel/UC3oQ1986eLZ4MhyPBiu54PA
786,H2ODelirious,"Animaci?³n, Videojuegos",13400000,Estados Unidos,153900,6600,163,http://youtube.com/channel/UCClNRixXlagwAd--5MwJKCw
787,athleanx,"Fitness, Salud y autoayuda",13400000,Estados Unidos,340400,13000,926,http://youtube.com/channel/UCe0TLA0EsQbE-MjuHXevj2A
788,TheInfographicsShow,Educaci?³n,13400000,Estados Unidos,162500,5700,232,http://youtube.com/channel/UCfdNM3NAhaBOXCafH7krzrA
789,theRadBrad,"Animaci?³n, Videojuegos",13400000,Estados Unidos,76600,3200,182,http://youtube.com/channel/UCpqXJOEqGS-TCnazcHCo0rA
790,LofiGirl,Humor,13400000,Estados Unidos,139000,8500,132,http://youtube.com/channel/UCSJ4gkVC6NrvII8umztf0Ow
792,AzzyLand,Animaci?³n,13400000,Estados Unidos,115600,3600,472,http://youtube.com/channel/UCzeB_0FNcPIyUSjL_TL5lEw
793,BrawlStars,Animaci?³n,13400000,Estados Unidos,1500000,98400,2700,http://youtube.com/channel/UCooVYzDxdwTtGYAkcPmOgOw
794,einerdtv,"Pel?­culas, Animaci?³n",13400000,Brasil,155100,22400,614,http://youtube.com/channel/UCt_4wzTQqmcUvemNkeO0plA
795,AlexGonzagaOfficial,"Pel?­culas, Humor",13400000,Filipinas,1600000,36300,1100,http://youtube.com/channel/UC6N-9Wh0DYhDI8sQS7jwjVA
800,OficialHungria,M??sica y baile,13300000,Brasil,75000,7400,132,http://youtube.com/channel/UCAI8SmRbXgSpP8Zo3xZbxzQ
801,prantoniojunior,M??sica y baile,13300000,Brasil,246300,46500,5100,http://youtube.com/channel/UCKEM87jzVqdIfAdTr0xNBfA
802,Akon,M??sica y baile,13200000,Brasil,32000,1900,91,http://youtube.com/channel/UC6IBMCQ6-d7p41KHxOsq4RA
803,knowledgetvhindi001,Educaci?³n,13200000,India,58100,2300,87,http://youtube.com/channel/UC-iSP6GoVwofKXs6Ei0PdlA
805,MARIANAMIAMORCH,Pel?­culas,13200000,M?©xico,533700,32300,330,http://youtube.com/channel/UCwm_7WWX8mQ1kjSRzAnD0iQ
806,NickPro,Deportes,13200000,Estados Unidos,12200000,286000,245,http://youtube.com/channel/UChCBHudFoBnsF0O1flPXqiQ
807,RauwAlejandroTv,M??sica y baile,13200000,Per??,219400,7300,367,http://youtube.com/channel/UC_Av98lDjf5KvFib5elhpYg
809,klara_tania,"Pel?­culas, Animaci?³n",13200000,Indonesia,834500,47500,245,http://youtube.com/channel/UC4rHBMP2rGPuFk9F-JlGzbQ
810,Caylus,"Animaci?³n, Videojuegos",13200000,Estados Unidos,477600,11800,789,http://youtube.com/channel/UCVAYy7_zddIx6USjXscV9Vg
811,AlArabiya,Noticias y Pol?­tica,13200000,Marruecos,5000,90,5,http://youtube.com/channel/UCahpxixMCwoANAftn6IxkTg
816,CznBurak,Vlogs diarios,13100000,Turqu?­a,1400000,72500,1000,http://youtube.com/channel/UCUcfej7lPDoeqTlferD2mcw
820,ColeAndSav,Vlogs diarios,13000000,Estados Unidos,322100,10100,0,http://youtube.com/channel/UC4-CH0epzZpD_ARhxCx6LaQ
821,gymvirtual,"Fitness, Salud y autoayuda",13000000,M?©xico,50900,1900,49,http://youtube.com/channel/UCfwP2H1CDJvssk6g2pm8EgA
823,KiryaKolesnikov,Vlogs diarios,13000000,Estados Unidos,54700,1900,7,http://youtube.com/channel/UCb1FVtN2EvxaeoBBMtOXg7g
827,Chustertv,Videojuegos,13000000,Espa?±a,1600000,96300,296,http://youtube.com/channel/UCKEiTu4t6o2Y9hnqOS-GUgw
828,francoescamilla,"Pel?­culas, Humor",13000000,M?©xico,560000,11800,288,http://youtube.com/channel/UCUjrDJokSX8JavRwy5iUOkA
829,sulgiyang,"ASMR, Comida y bebida",13000000,Estados Unidos,557500,8600,349,http://youtube.com/channel/UCIafb9ExBkh4WsCOagZssZA
830,TalkingAngela,M??sica y baile,13000000,Estados Unidos,53000,360,0,http://youtube.com/channel/UCPcynnZcILjm0e2aaaTuCjw
831,officialjassrecords,M??sica y baile,13000000,India,12800,662,7,http://youtube.com/channel/UC9Gjog4enoDWRWTaYuamx1g
836,dhruvrathee,Noticias y Pol?­tica,12900000,India,6400000,328000,10000,http://youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w
843,EnglishConnectionByKanchan,Educaci?³n,12800000,India,247400,15200,279,http://youtube.com/channel/UCsUBoYj2kqgj72g6kgzGPMg
847,NANDO,"Animaci?³n, Humor",12800000,Colombia,208300,13000,70,http://youtube.com/channel/UCqma_8hr8yOgr37wdUY-E7Q
848,elliegouldingofficial,M??sica y baile,12800000,Estados Unidos,0,0,0,http://youtube.com/channel/UCt-am4x4ZyeohfgM85qFgdQ
849,AdexeyNau,M??sica y baile,12800000,M?©xico,13100,1500,62,http://youtube.com/channel/UCKR6KdJmTdhLVQJnoJu9tRQ
850,NDTV,Noticias y Pol?­tica,12800000,India,1400,10,1,http://youtube.com/channel/UCZFMm1mMw0F81Z37aaEzTUA
851,piuzinho,"Animaci?³n, Humor",12800000,Brasil,527100,107700,3800,http://youtube.com/channel/UCIvBHgnnLSVr9enuPvBuwyw
854,FlowersComedy,Humor,12800000,India,101900,1000,169,http://youtube.com/channel/UCmAPdImtXLGh5E-lTTH4Qmg
855,FirstWeFeast,Pel?­culas,12800000,Estados Unidos,157600,5500,86,http://youtube.com/channel/UCPD_bxCRGpmmeQcbe2kpPaA
857,Littleglove,Vlogs diarios,12800000,India,1100000,61700,221,http://youtube.com/channel/UC2MRRqb_L2E53UmTaywdhkA
859,refugiomental6818,"Pel?­culas, Animaci?³n",12700000,Brasil,107400,2700,28,http://youtube.com/channel/UChYkldqKWymAKTsPku_tDfg
860,Yair17,"Pel?­culas, Animaci?³n",12600000,M?©xico,159800,14700,411,http://youtube.com/channel/UCXH1p4gixwXwrUGSx-WvLNQ
862,MasSKabeche,"Pel?­culas, Animaci?³n",12600000,M?©xico,0,0,0,http://youtube.com/channel/UC0n5Ihqix8mEqGsjygiJk6Q
864,TheDaniRep,"Animaci?³n, Videojuegos",12600000,M?©xico,195500,19600,95,http://youtube.com/channel/UCHIwQiZhIn6fm5b_IilqBbQ
865,parafernalha,"Pel?­culas, Humor",12600000,Brasil,84900,6300,55,http://youtube.com/channel/UCddYq41_tZ1FnLlguLT6-Ow
866,TimbaVk,"Animaci?³n, Videojuegos",12600000,M?©xico,414000,15200,472,http://youtube.com/channel/UCp7wTrsCU7eICb5z69D3rwA
867,NasDaily,Educaci?³n,12600000,Estados Unidos,448700,19300,793,http://youtube.com/channel/UCJsUvAqDzczYv2UpFmu4PcA
868,TroomTroom_Indonesia,"M??sica y baile, Pel?­culas",12600000,Indonesia,59800,509,16,http://youtube.com/channel/UCtGmhXT_NSTK5j_r9a9xdYA
869,casey,Pel?­culas,12600000,Estados Unidos,0,0,0,http://youtube.com/channel/UCtinbF-Q-fVthA0qrFQTgXQ
871,jtcasey,"Animaci?³n, Humor",12600000,Estados Unidos,156600,7400,136,http://youtube.com/channel/UCTGOuh9b_Su2k5xEARHCQQA
872,aljazeera,Noticias y Pol?­tica,12600000,Marruecos,7000,105,14,http://youtube.com/channel/UCfiwzLy-8yKzIbsmZTzxDgw
873,WildNOut,"M??sica y baile, Humor",12600000,Estados Unidos,228400,8600,176,http://youtube.com/channel/UCrkzfc2yf-7q6pd7EtzgNaQ
876,AvrilLavigne,M??sica y baile,12600000,Estados Unidos,53600,5700,197,http://youtube.com/channel/UC_k8KFBzEf0uQ8LRFSAgSUA
878,QuantumTech,Ciencia y tecnolog?­a,12600000,Estados Unidos,185300,2300,55,http://youtube.com/channel/UC4Tklxku1yPcRIH0VVCKoeA
881,TroomTroom_Pt,Animaci?³n,12600000,Brasil,43700,971,14,http://youtube.com/channel/UCgCQlMYN2XypwYC2wcR32bA
883,redbull,Deportes,12600000,Estados Unidos,1400000,52300,322,http://youtube.com/channel/UCblfuW_4rakIf2h6aqANefA
887,colinfurze,Videojuegos,12600000,Estados Unidos,1500000,69600,2600,http://youtube.com/channel/UCp68_FLety0O-n9QU6phsgw
888,justinflom,"Pel?­culas, Humor",12600000,Estados Unidos,791700,18100,188,http://youtube.com/channel/UCb9A6uotqUiuVCvVp4GMqOg
889,PeopleVsFood,Comida y bebida,12600000,Estados Unidos,388300,14200,789,http://youtube.com/channel/UCHEf6T_gVq4tlW5i91ESiWg
893,healthtime6469,Vlogs diarios,12500000,India,3300,115,4,http://youtube.com/channel/UCPMqs8vxEwbie26nFA3ykAw
895,HeroMovies2023,Vlogs diarios,12500000,India,7100,215,2,http://youtube.com/channel/UCGzmSVjq_yQRgcgpA9SBTjw
896,CalvinHarrisVEVO,M??sica y baile,12500000,Estados Unidos,71300,3500,156,http://youtube.com/channel/UCaHNFIob5Ixv74f5on3lvIw
900,TheKingofRandom,DIY y Life Hacks,12400000,Estados Unidos,32700,1000,86,http://youtube.com/channel/UC1zZE_kJ8rQHgLTVfobLi_g
902,ArynewsTvofficial,Noticias y Pol?­tica,12400000,Pakist??n,3600,75,2,http://youtube.com/channel/UCMmpLL2ucRHAXbNHiCPyIyg
903,MakeJokeOf,"Pel?­culas, Animaci?³n",12400000,India,7400000,343000,12000,http://youtube.com/channel/UCvgteBQjoaxE0bhFkpu8qAw
905,ctctv,"Pel?­culas, Animaci?³n",12400000,Rusia,39900,940,20,http://youtube.com/channel/UCdmauIL-k-djcct-yMrf82A
906,TalentRecap,"M??sica y baile, Pel?­culas",12400000,Estados Unidos,52100,544,36,http://youtube.com/channel/UCSWwb_YyNB8vuC1VDcfPPaQ
909,OliviaRodrigo,M??sica y baile,12400000,Estados Unidos,1600000,78000,2400,http://youtube.com/channel/UCy3zgWom-5AGypGX_FVTKpg
910,GrandmasterJinBodhi,Animaci?³n,12400000,Singapur,26400,639,26,http://youtube.com/channel/UCBuBSRtY41VzSkP_RR3IVoQ
912,_gogo2728,Vlogs diarios,12400000,India,86700,8200,37,http://youtube.com/channel/UCUpS9qH3N5rFy51Ft-rYsnA
913,FilmTheory,"Pel?­culas, Animaci?³n",12400000,Estados Unidos,1200000,71500,4500,http://youtube.com/channel/UC3sznuotAs2ohg_U__Jzj_Q
914,HISTORY,Pel?­culas,12400000,Estados Unidos,108200,1900,167,http://youtube.com/channel/UC9MAhZQQd9egwWCxrwSIsJQ
915,NattiNatasha,M??sica y baile,12400000,Estados Unidos,56300,3400,65,http://youtube.com/channel/UCu59H8LNti6mwvcGRMge5PA
916,123GO_,DIY y Life Hacks,12400000,Estados Unidos,133200,549,26,http://youtube.com/channel/UCBXNpF6k2n8dsI6nBH8q4sQ
918,belabagunca,"Pel?­culas, Animaci?³n",12400000,Brasil,114900,3900,87,http://youtube.com/channel/UChYWDADhmWJU6_X7Vm7FzDw
919,BlackEyedPeas,M??sica y baile,12400000,Estados Unidos,10100,498,9,http://youtube.com/channel/UCBFaOy1_APEXEyA6Gws_Y1g
920,rathorvideo,M??sica y baile,12400000,India,5300,55,4,http://youtube.com/channel/UCbSGbqIVds2FiYn-0v0AqSA
921,InsideEdition,Noticias y Pol?­tica,12400000,Estados Unidos,65800,1700,173,http://youtube.com/channel/UC9k-yiEpRHMNVOnOi_aQK8w
922,Panda.,"Animaci?³n, Videojuegos",12400000,India,839300,70100,800,http://youtube.com/channel/UCj0sKQk9qjiIfNH22ZBWpxw
924,WatchMeOff,"Pel?­culas, Animaci?³n",12300000,Rusia,749800,20200,89,http://youtube.com/channel/UCGTl_sQxago30b5vfoMomCg
925,LuanSantana,M??sica y baile,12300000,Brasil,1200000,50000,1500,http://youtube.com/channel/UC6rwiIxv0w2fbmmr66wl1rA
929,LipaoGamer,"Pel?­culas, Animaci?³n",12200000,Brasil,130100,5100,86,http://youtube.com/channel/UCHuZmQ0lSW8TG81dVZZh5rw
930,lilwayne,Coches y veh?­culos,12200000,Estados Unidos,203700,11100,576,http://youtube.com/channel/UCO9zJy7HWrIS3ojB4Lr7Yqw
931,natandessie,"Juguetes, DIY y Life Hacks",12200000,Estados Unidos,62600,256,0,http://youtube.com/channel/UCzIdYMdAtTsWucGCZyZvN6w
933,yogawithadriene,Fitness,12200000,Estados Unidos,0,0,0,http://youtube.com/channel/UCFKE7WVJfvaHW5q283SxchA
934,SPDNOO1,Humor,12200000,Tailandia,1600000,62500,137,http://youtube.com/channel/UCiHQ5AywCFKF6q-C5dIguVQ
939,brancoala,"Pel?­culas, Animaci?³n",12200000,Brasil,343100,6200,204,http://youtube.com/channel/UC0otZdGYsA9KqVKAcn2peQA
942,flamingo,"Animaci?³n, Videojuegos",12200000,Estados Unidos,1800000,71300,8800,http://youtube.com/channel/UCm-X6o81nRsXQTmqpyArkBQ
943,OumWalidcuisine,Educaci?³n,12200000,Argelia,333500,16000,791,http://youtube.com/channel/UCVXD2kNki3rfLMhF8uNIcBQ
944,elrubius,"Pel?­culas, Animaci?³n",12200000,M?©xico,1100000,85600,934,http://youtube.com/channel/UCcjIvuxmWlS5IEQ0JdPV4Ng
945,Aniruddhacharyaji,Vlogs diarios,12100000,India,116400,3600,192,http://youtube.com/channel/UCDe0DwkMVFfSIoiYdQUPQmQ
946,SaregamaHumBhojpuri,M??sica y baile,12100000,India,39300,2200,40,http://youtube.com/channel/UC0J8BQahplvTY6LjlnLf_NQ
948,HiTechIslamic,M??sica y baile,12100000,Pakist??n,62200,810,59,http://youtube.com/channel/UCtKKyuORzErSd7TWfkunxsw
949,CarryisLive,"Pel?­culas, Humor",12000000,India,0,0,0,http://youtube.com/channel/UC0IWRLai-BAwci_e9MylNGw
950,Family-Box,Pel?­culas,12000000,Rusia,173600,6600,105,http://youtube.com/channel/UC-jHNWViReG6R_kJ6b45FdQ
951,AnnoyingOrange,"Pel?­culas, Animaci?³n",12100000,Estados Unidos,187200,6900,445,http://youtube.com/channel/UCi-5OZ2tYuwMLIcEyOsbdRA
952,timesmusicindia,M??sica y baile,12100000,India,5400,265,7,http://youtube.com/channel/UCo07fumrTn1w4AxcU4j_uDw
954,HiTechIslamic,M??sica y baile,12100000,Pakist??n,62200,810,59,http://youtube.com/channel/UCtKKyuORzErSd7TWfkunxsw
955,HeeraGoldOfficial,Vlogs diarios,12000000,Pakist??n,30600,953,70,http://youtube.com/channel/UC9dfnBWlg5h1Fr5_w8rjZyg
956,ChainsmokersVEVO,M??sica y baile,12000000,Estados Unidos,406600,16300,663,http://youtube.com/channel/UCRzzwLpLiUNIs6YOPe33eMg
957,Family-Box,Pel?­culas,12000000,Rusia,177400,6300,86,http://youtube.com/channel/UC-jHNWViReG6R_kJ6b45FdQ
959,dojacat,M??sica y baile,11900000,Estados Unidos,13600000,395300,73000,http://youtube.com/channel/UCzpl23pGTHVYqvKsgY0A-_w
963,CNCOMusic,M??sica y baile,11900000,M?©xico,8400,2100,83,http://youtube.com/channel/UCqtHOqxV71OQ-fmLdI8rBYw
964,SingleTrackStudioz,M??sica y baile,11900000,India,20300,351,16,http://youtube.com/channel/UCOo61v1PPAjoN2exxYAzdAw
966,mmdcrew,"M??sica y baile, Pel?­culas",11900000,Rusia,3100000,189900,4800,http://youtube.com/channel/UCWnqnojAgMdN0fQpr_xByJw
967,PlanetEarthINDIA,Vlogs diarios,11900000,India,12200,577,61,http://youtube.com/channel/UCMZ1mhXvZEhAEwVtAMmvioA
970,UTKARSHCLASSES13,Educaci?³n,11900000,India,79100,6300,136,http://youtube.com/channel/UCLuBF4Xr1-BIpcpFFm7zp7w
977,NickDiGiovanni,Comida y bebida,11900000,Estados Unidos,4300000,339800,2700,http://youtube.com/channel/UCMyOj6fhvKFMjxUCp3b_3gA
978,sagahits,M??sica y baile,11900000,India,25800,497,10,http://youtube.com/channel/UCuFwzKrS0wE43CSkyaHBGiQ
979,HikakinTV,Humor,11900000,Jap?³n,2100000,51000,2300,http://youtube.com/channel/UCZf__ehlCEBPop-_sldpBUQ
982,Enterr10Rangeela,M??sica y baile,11900000,India,20600,325,4,http://youtube.com/channel/UCR_-PUF53tA5-Iyp4Ncfjcg
983,KenhThieuNhiBHMedia,"M??sica y baile, Animaci?³n",11900000,Estados Unidos,10200,28,0,http://youtube.com/channel/UC6eq3sR4CtbvGdmInchzWUA
984,mussoumano,"M??sica y baile, Animaci?³n",11900000,Brasil,1600000,68700,2400,http://youtube.com/channel/UC607Gii1uo93qDqiGR6-c3w
986,lukedavidson81,"Animaci?³n, Humor",11800000,Estados Unidos,1700000,109200,1000,http://youtube.com/channel/UCuwJoiGWRxPYStBp0l0WuZw
988,NFL,Deportes,11700000,Estados Unidos,21400,692,42,http://youtube.com/channel/UCDVYQ4Zhbm3S2dlz7P1GBDg
989,MykeTowers,M??sica y baile,11700000,Colombia,11000,629,18,http://youtube.com/channel/UCLk8IJ1TwI7Xl7UUfAD8xPQ
990,cut,Humor,11700000,Estados Unidos,359000,8800,342,http://youtube.com/channel/UCbaGn5VkOVlcRgIWAHcrJKA
991,JoeHattab,Pel?­culas,11700000,Somalia,1900000,98500,2900,http://youtube.com/channel/UCe6eisvsctSPvBhmincn6kA
992,BeAmazed,Educaci?³n,11700000,Estados Unidos,477800,9900,556,http://youtube.com/channel/UCkQO3QsgTpNTsOw6ujimT5Q
1000,OneindiaHindi,Noticias y Pol?­tica,11700000,India,2200,31,1,http://youtube.com/channel/UCOjgc1p2hJ4GZi6pQQoXWYQ
